State Code,State Name,County Code,County Name,Year,"Total Population total population of area, in thousands","Public Supply population served by groundwater, in thousands","Public Supply population served by surface water, in thousands","Public Supply total population served, in thousands","Public Supply self-supplied groundwater withdrawals, fresh, in Mgal/d","Public Supply self-supplied groundwater withdrawals, saline, in Mgal/d","Public Supply total self-supplied withdrawals, groundwater, in Mgal/d","Public Supply self-supplied surface-water withdrawals, fresh, in Mgal/d","Public Supply self-supplied surface-water withdrawals, saline, in Mgal/d","Public Supply total self-supplied withdrawals, surface water, in Mgal/d","Public Supply total self-supplied withdrawals, fresh, in Mgal/d","Public Supply total self-supplied withdrawals, saline, in Mgal/d","Public Supply total self-supplied withdrawals, total, in Mgal/d","Public Supply deliveries to domestic, in Mgal/d","Public Supply deliveries to commercial, in Mgal/d","Public Supply deliveries to industrial, in Mgal/d","Public Supply deliveries to thermoelectric, in Mgal/d","Public Supply total deliveries, in Mgal/d","Public Supply public use and losses, in Mgal/d","Public Supply per capita use, in gallons/person/day","Public Supply reclaimed wastewater, in Mgal/d",Public Supply number of facilities,"Domestic self-supplied groundwater withdrawals, fresh, in Mgal/d","Domestic self-supplied groundwater withdrawals, saline, in Mgal/d","Domestic total self-supplied withdrawals, groundwater, in Mgal/d","Domestic self-supplied surface-water withdrawals, fresh, in Mgal/d","Domestic self-supplied surface-water withdrawals, saline, in Mgal/d","Domestic total self-supplied withdrawals, surface water, in Mgal/d","Domestic total self-supplied withdrawals, fresh, in Mgal/d","Domestic self-supplied population, in thousands","Domestic deliveries from public supply, in Mgal/d","Domestic total self-supplied withdrawals, saline, in Mgal/d","Domestic per capita use, public-supplied, in gallons/person/day","Domestic total self-supplied withdrawals, in Mgal/d","Domestic total self-supplied withdrawals plus deliveries, in Mgal/d","Domestic consumptive use, fresh, in Mgal/d","Domestic consumptive use, saline, in Mgal/d","Domestic total consumptive use, in Mgal/d","Domestic per capita use, self-supplied, in gallons/person/day","Domestic reclaimed wastewater, in Mgal/d","Commercial self-supplied groundwater withdrawals, fresh, in Mgal/d","Commercial self-supplied groundwater withdrawals, saline, in Mgal/d","Commercial total self-supplied withdrawals, groundwater, in Mgal/d","Commercial self-supplied surface-water withdrawals, fresh, in Mgal/d","Commercial self-supplied surface-water withdrawals, saline, in Mgal/d","Commercial total self-supplied withdrawals, surface water, in Mgal/d","Commercial total self-supplied withdrawals, fresh, in Mgal/d","Commercial total self-supplied withdrawals, saline, in Mgal/d","Commercial total self-supplied withdrawals, in Mgal/d","Commercial deliveries from public supply, in Mgal/d","Commercial total self-supplied withdrawals plus deliveries, in Mgal/d","Commercial consumptive use, fresh, in Mgal/d","Commercial consumptive use, saline, in Mgal/d","Commercial total consumptive use, in Mgal/d","Commercial reclaimed wastewater, in Mgal/d","Industrial self-supplied groundwater withdrawals, fresh, in Mgal/d","Industrial self-supplied groundwater withdrawals, saline, in Mgal/d","Industrial total self-supplied withdrawals, groundwater, in Mgal/d","Industrial self-supplied surface-water withdrawals, fresh, in Mgal/d","Industrial self-supplied surface-water withdrawals, saline, in Mgal/d","Industrial total self-supplied withdrawals, surface water, in Mgal/d","Industrial total self-supplied withdrawals, fresh, in Mgal/d","Industrial total self-supplied withdrawals, saline, in Mgal/d","Industrial total self-supplied withdrawals, in Mgal/d","Industrial deliveries from public supply, in Mgal/d","Industrial total self-supplied withdrawals plus deliveries, in Mgal/d","Industrial consumptive use, fresh, in Mgal/d","Industrial consumptive use, saline, in Mgal/d","Industrial total consumptive use, in Mgal/d","Industrial reclaimed wastewater, in Mgal/d",Industrial number of facilities,"Livestock self-supplied groundwater withdrawals, fresh, in Mgal/d","Livestock self-supplied surface-water withdrawals, fresh, in Mgal/d","Livestock total self-supplied withdrawals, fresh, in Mgal/d","Livestock consumptive use, fresh, in Mgal/d","Irrigation, Crop self-supplied groundwater withdrawals for crops, fresh, in Mgal/d","Irrigation, Crop self-supplied surface-water withdrawals for crops, fresh, in Mgal/d","Irrigation, Crop total self-supplied withdrawals for crops, fresh, in Mgal/d","Irrigation, Crop consumptive use for crops, fresh, in Mgal/d","Irrigation, Crop conveyance loss for crops, in Mgal/d","Irrigation, Crop sprinkler irrigation for crops, in thousand acres","Irrigation, Crop microirrigation for crops, in thousand acres","Irrigation, Crop surface irrigation for crops, in thousand acres","Irrigation, Crop total irrigation for crops, in thousand acres","Irrigation, Crop reclaimed wastewater for crops, in Mgal/d"
6,California,63,Plumas County,1995,20.5,13.17,3.05,16.22,3.03,0,3.03,1.32,0,1.32,4.35,0,4.35,2.57,0.95,0,0,3.52,0.83,268,0,11,0.29,0,0.29,0.03,0,0.03,0.32,4.28,2.57,0,158,0.32,2.89,0.75,0,0.75,75,-,0,0,0,0,0,0,0,0,0,0.95,0.95,0.25,0,0.25,0,0.55,3,3.55,0,0,0,0.55,3,3.55,0,3.55,0.16,0.75,0.91,0,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,63,Plumas County,2000,20.82,15.19,3.5,18.69,2.95,-,-,1.08,-,-,4.03,-,-,-,-,-,-,-,-,-,-,-,0.14,-,-,0.02,-,-,0.16,2.13,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0.06,0,0.06,0.06,0,0.06,-,-,-,-,-,-,-,0.14,0.18,0.32,-,6.2,40.9,47.1,-,-,6.6,0.4,7.3,14.3,-
6,California,63,Plumas County,2005,21.477,0,18.396,18.396,0,0,0,2.91,0,2.91,2.91,0,2.91,3.11,-,-,-,-,-,158,-,-,0.39,-,-,0.39,-,-,0.78,3.081,3.11,-,169,-,3.89,-,-,-,253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.71,0,2.71,0,0,0,2.71,0,2.71,-,-,-,-,-,-,-,0.11,0.14,0.25,-,-,-,-,-,-,-,-,-,-,-
6,California,63,Plumas County,2010,20.007,14.76,2.51,17.27,2.95,0,2.95,0.84,0,0.84,3.79,0,3.79,2.02,-,-,-,-,-,219,-,-,0.15,-,-,0.06,-,-,0.21,2.737,2.02,-,117,-,2.23,-,-,-,77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.35,0,1.35,0,0,0,1.35,0,1.35,-,-,-,-,-,0,-,0.09,0.12,0.21,-,19.44,90.14,109.58,-,-,21.51,0,23.8,45.31,-
6,California,63,Plumas County,2015,18.409,-,-,15.778,1.59,0,1.59,0.56,0,0.56,2.15,0,2.15,1.38,-,-,0,-,-,136,-,-,0.17,-,-,0.06,-,-,0.23,2.631,1.38,-,87,-,1.61,-,-,-,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.35,0,1.35,0,0,0,1.35,0,1.35,-,-,-,-,-,0,5,0.12,0.15,0.27,-,71.66,30.04,101.7,75.44,-,18.8,0.66,22.42,41.88,0.27
6,California,65,Riverside County,1985,820.21,782.47,13.68,796.15,303.47,-,-,5.13,-,-,308.6,-,-,188.25,70.98,7.26,0,266.49,-,-,-,-,1.64,-,-,0.16,-,-,1.8,24.06,188.25,-,236,-,190.05,49.41,-,-,75,-,0.62,-,-,0.06,-,-,0.68,-,-,70.98,-,17.69,-,-,-,1.7,0.18,1.88,0,0,0,1.7,0.18,1.88,7.26,9.14,4.34,0.08,4.42,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,65,Riverside County,1990,1170.41,629.59,191.14,820.73,272.45,-,-,37.12,-,-,309.57,-,-,190.94,32.77,9.46,0,233.17,-,-,-,181,17.31,-,-,8.92,-,-,26.23,349.68,190.94,-,233,-,217.17,56.46,-,-,75,-,0.09,-,-,0,-,-,0.09,-,-,32.77,-,0,-,-,-,0.4,0,0.4,0,0,0,0.4,0,0.4,9.46,9.86,0.4,0,0.4,0,302,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,65,Riverside County,1995,1370.3,684.44,517.09,1201.53,267.57,0,267.57,86.24,0,86.24,353.81,0,353.81,179.4,39.28,21.44,0,240.12,113.69,294,22,25,11.39,0,11.39,1.27,0,1.27,12.66,168.77,179.4,0,149,12.66,192.06,49.94,0,49.94,75,-,5.27,0,5.27,0,0,0,5.27,0,5.27,39.28,44.55,10.22,0,10.22,1.42,0.52,0,0.52,0,0,0,0.52,0,0.52,21.44,21.96,6.37,0,6.37,0,297,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,65,Riverside County,2000,1545.39,844.04,552.97,1397.01,302.49,-,-,107.58,-,-,410.07,-,-,-,-,-,-,-,-,-,-,-,10.02,-,-,1.11,-,-,11.13,148.38,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,4,0,0.04,0.04,4,0.04,4.04,-,-,-,-,-,-,-,10.23,13.02,23.25,-,93.9,1106.7,1200.6,-,-,17.4,30.4,228.6,276.4,-
6,California,65,Riverside County,2005,1946.419,375.908,1526.461,1902.369,86.05,0,86.05,349.41,0,349.41,435.46,0,435.46,345.41,-,-,-,-,-,229,-,-,25.04,-,-,2.78,-,-,27.82,44.05,345.41,-,182,-,373.23,-,-,-,632,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.17,0,1.17,0,0,0,1.17,0,1.17,-,-,-,-,-,-,-,4.18,5.32,9.5,-,-,-,-,-,-,-,-,-,-,-
6,California,65,Riverside County,2010,2189.641,1280.53,853.24,2133.77,269.83,40.21,310.04,209.05,0,209.05,478.88,40.21,519.09,338.87,-,-,-,-,-,243,-,-,2.78,-,-,0.47,-,-,3.25,55.871,338.87,-,159,-,342.12,-,-,-,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.23,0,5.23,0,0,0,5.23,0,5.23,-,-,-,-,-,2.68,-,2.11,2.68,4.79,-,126.54,325.39,451.93,-,-,13.6,23.73,178.44,215.77,1.72
6,California,65,Riverside County,2015,2361.026,-,-,2343.272,308.29,21.5,329.79,110.94,0,110.94,419.23,21.5,440.73,277.71,-,-,0.01,-,-,188,-,-,1.66,-,-,0.28,-,-,1.94,17.754,277.71,-,119,-,279.65,-,-,-,109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.23,0,5.23,0,0,0,5.23,0,5.23,-,-,-,-,-,2.68,46,1.83,2.32,4.15,-,502.01,210.45,712.46,546.95,-,23.81,68.11,113.51,205.43,22.03
6,California,67,Sacramento County,1985,891.71,564.61,306.65,871.26,160.11,-,-,92.44,-,-,252.55,-,-,154.06,58.09,8.15,12.92,233.22,-,-,-,-,1.5,-,-,0.03,-,-,1.53,20.45,154.06,-,177,-,155.59,40.45,-,-,75,-,0.57,-,-,0.01,-,-,0.58,-,-,58.09,-,14.49,-,-,-,22.03,0,22.03,0,0,0,22.03,0,22.03,8.15,30.18,9.18,0,9.18,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,67,Sacramento County,1990,1041.22,568.03,367.99,936.02,150.08,-,-,151.08,-,-,301.16,-,-,165.19,20.25,15.21,0,200.65,-,-,-,85,5.21,-,-,2.68,-,-,7.89,105.2,165.19,-,176,-,173.08,45.83,-,-,75,-,0,-,-,46.85,-,-,46.85,-,-,20.25,-,0.02,-,-,-,7.78,0,7.78,0.01,0,0.01,7.79,0,7.79,15.21,23,6.43,0,6.43,0,392,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,67,Sacramento County,1995,1117.7,581.53,533.67,1115.2,145.4,0,145.4,184.28,0,184.28,329.68,0,329.68,244.41,46.28,2.66,0,293.35,36.33,296,0,30,0.17,0,0.17,0.02,0,0.02,0.19,2.5,244.41,0,219,0.19,244.6,63.6,0,63.6,76,-,0,0,0,46.85,0,46.85,46.85,0,46.85,46.28,93.13,12.04,0,12.04,0,23.44,0,23.44,0.07,0.01,0.08,23.51,0.01,23.52,2.66,26.18,7.59,0,7.59,0,388,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,67,Sacramento County,2000,1223.5,519.73,639.74,1159.47,129.69,-,-,172.9,-,-,302.59,-,-,-,-,-,-,-,-,-,-,-,4.32,-,-,0.48,-,-,4.8,64.03,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.76,0,7.76,0,0.02,0.02,7.76,0.02,7.78,-,-,-,-,-,-,-,1.9,2.41,4.31,-,150.1,255.8,405.9,-,-,25,36.5,81.5,143,-
6,California,67,Sacramento County,2005,1363.482,520.89,827.867,1348.757,114.68,0,114.68,182.26,0,182.26,296.94,0,296.94,134.53,-,-,-,-,-,220,-,-,3.39,-,-,0,-,-,3.39,14.725,134.53,-,100,-,137.92,-,-,-,230,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,1.05,1.34,2.39,-,-,-,-,-,-,-,-,-,-,-
6,California,67,Sacramento County,2010,1418.788,634.43,765.67,1400.1,116.72,0,116.72,194.92,0,194.92,311.64,0,311.64,196.91,-,-,-,-,-,223,-,-,0.61,-,-,0.08,-,-,0.69,18.688,196.91,-,141,-,197.6,-,-,-,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.91,0,16.91,0,0,0,16.91,0,16.91,-,-,-,-,-,0,-,1.02,1.3,2.32,-,140.12,162.64,302.76,-,-,28.38,27.41,92.46,148.25,-
6,California,67,Sacramento County,2015,1501.335,-,-,1445.229,116.19,0,116.19,115.1,0,115.1,231.29,0,231.29,156.29,-,-,1.67,-,-,160,-,-,5.85,-,-,0.75,-,-,6.6,56.106,156.29,-,108,-,162.89,-,-,-,118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.91,0,16.91,0,0,0,16.91,0,16.91,-,-,-,-,-,0,23,0.8,1.02,1.82,-,280.21,160.16,440.37,332.83,-,15.99,39.11,104.45,159.55,1.41
6,California,69,San Benito County,1985,30.58,26.87,0,26.87,4.75,-,-,0,-,-,4.75,-,-,2.9,1.09,1.07,0,5.06,-,-,-,-,0.26,-,-,0.02,-,-,0.28,3.71,2.9,-,108,-,3.18,0.83,-,-,75,-,0.1,-,-,0.01,-,-,0.11,-,-,1.09,-,0.33,-,-,-,2.39,0,2.39,0,0.22,0.22,2.39,0.22,2.61,1.07,3.68,1.05,0.03,1.08,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,69,San Benito County,1990,36.7,6.27,14.3,20.57,0.73,-,-,2.03,-,-,2.76,-,-,1.65,0.36,0.08,0,2.09,-,-,-,19,0.1,-,-,1.11,-,-,1.21,16.13,1.65,-,80,-,2.86,0.74,-,-,75,-,0,-,-,0,-,-,0,-,-,0.36,-,0,-,-,-,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0,0,0,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,69,San Benito County,1995,42.65,33.28,0,33.28,5.17,0,5.17,0,0,0,5.17,0,5.17,4.23,0.37,0.15,0,4.75,0.42,155,0,5,0.63,0,0.63,0.07,0,0.07,0.7,9.37,4.23,0,127,0.7,4.93,1.28,0,1.28,75,-,0,0,0,0,0,0,0,0,0,0.37,0.37,0.1,0,0.1,0,0.01,0,0.01,0,0,0,0.01,0,0.01,0.15,0.16,0.05,0,0.05,0,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,69,San Benito County,2000,53.23,46.92,0,46.92,6.3,-,-,0,-,-,6.3,-,-,-,-,-,-,-,-,-,-,-,0.43,-,-,0.05,-,-,0.48,6.31,-,-,-,-,-,-,-,-,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,0,1.2,0,0,0,1.2,0,1.2,-,-,-,-,-,-,-,0.51,0.65,1.16,-,73.7,9.1,82.8,-,-,19.6,14.3,9.3,43.2,-
6,California,69,San Benito County,2005,55.936,3.069,40.769,43.838,0.94,0,0.94,12.55,0,12.55,13.49,0,13.49,5.47,-,-,-,-,-,308,-,-,3.11,-,-,0.35,-,-,3.46,12.098,5.47,-,125,-,8.93,-,-,-,286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,0,0.03,0,0,0,0.03,0,0.03,-,-,-,-,-,-,-,0.32,0.41,0.73,-,-,-,-,-,-,-,-,-,-,-
6,California,69,San Benito County,2010,55.269,47.45,0.25,47.7,5.46,0,5.46,1.45,0,1.45,6.91,0,6.91,4.55,-,-,-,-,-,145,-,-,0.42,-,-,0.15,-,-,0.57,7.569,4.55,-,95,-,5.12,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.02,0,4.02,0,0,0,4.02,0,4.02,-,-,-,-,-,0,-,0.29,0.37,0.66,-,51.98,20.22,72.2,-,-,23.97,17.52,11.37,52.86,-
6,California,69,San Benito County,2015,58.792,-,-,49.261,3.67,0,3.67,1.57,0,1.57,5.24,0,5.24,3.64,-,-,0,-,-,106,-,-,0.52,-,-,0.18,-,-,0.7,9.531,3.64,-,74,-,4.34,-,-,-,73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.02,0,4.02,0,0,0,4.02,0,4.02,-,-,-,-,-,0,10,0.28,0.36,0.64,-,10.47,4.39,14.86,12.34,-,12.38,35.47,0.61,48.46,0
6,California,71,San Bernardino County,1985,1085.66,924.63,159.75,1084.38,283.37,-,-,47.62,-,-,330.99,-,-,201.9,76.13,5.34,3.23,286.6,-,-,-,-,0.05,-,-,0.03,-,-,0.08,1.28,201.9,-,186,-,201.98,52.52,-,-,63,-,0.02,-,-,0.01,-,-,0.03,-,-,76.13,-,18.52,-,-,-,14.7,0.2,14.9,0,0,0,14.7,0.2,14.9,5.34,20.24,10.18,0.18,10.36,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,71,San Bernardino County,1990,1418.38,796.11,253.68,1049.79,235.2,-,-,77.42,-,-,312.62,-,-,220.72,37.97,13.29,1.19,273.17,-,-,-,206,22.94,-,-,4.7,-,-,27.64,368.59,220.72,-,210,-,248.36,64.57,-,-,75,-,9.53,-,-,0,-,-,9.53,-,-,37.97,-,0.01,-,-,-,11.17,0,11.17,0,0,0,11.17,0,11.17,13.29,24.46,10.29,0,10.29,0,946,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,71,San Bernardino County,1995,1581.6,1270.33,260.19,1530.52,263.27,0,263.27,49.74,0,49.74,313.01,0,313.01,219.28,45.87,14.3,0.42,279.87,33.14,205,0,51,3.45,0,3.45,0.38,0,0.38,3.83,51.08,219.28,0,143,3.83,223.11,64.83,0,64.83,75,-,0.51,0,0.51,0,0,0,0.51,0,0.51,45.87,46.38,11.93,0,11.93,0,23.02,7.08,30.1,0.71,0,0.71,23.73,7.08,30.81,14.3,45.11,11.03,1.77,12.8,0,941,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,71,San Bernardino County,2000,1709.43,1050.48,313.61,1364.09,279.76,-,-,92.42,-,-,372.18,-,-,-,-,-,-,-,-,-,-,-,23.31,-,-,2.59,-,-,25.9,345.34,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.26,0,11.26,0,0,0,11.26,0,11.26,-,-,-,-,-,-,-,13.85,17.62,31.47,-,55.6,121.2,176.8,-,-,30.2,5.1,6.7,42,-
6,California,71,San Bernardino County,2005,1963.535,370.718,1384.577,1755.295,76.83,0,76.83,286.95,0,286.95,363.78,0,363.78,258.92,-,-,-,-,-,207,-,-,11.66,-,-,6.01,-,-,17.67,208.24,258.92,-,148,-,276.59,-,-,-,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.22,0,2.22,0,0,0,2.22,0,2.22,-,-,-,-,-,-,-,6.49,8.25,14.74,-,-,-,-,-,-,-,-,-,-,-
6,California,71,San Bernardino County,2010,2035.21,1784.78,216.95,2001.73,367.08,12.99,380.07,93.76,0,93.76,460.84,12.99,473.83,259.53,-,-,-,-,-,237,-,-,0.89,-,-,0.25,-,-,1.14,33.48,259.53,-,130,-,260.67,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.01,0,46.01,0,0,0,46.01,0,46.01,-,-,-,-,-,3.93,-,4.09,5.2,9.29,-,81.66,0,81.66,-,-,23.06,3.43,5.1,31.59,6.32
6,California,71,San Bernardino County,2015,2128.133,-,-,2127.386,256.22,11.58,267.8,69.9,0,69.9,326.12,11.58,337.7,217.55,-,-,15.27,-,-,159,-,-,0.06,-,-,0.02,-,-,0.08,0.747,217.55,-,102,-,217.63,-,-,-,107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.01,0,46.01,0,0,0,46.01,0,46.01,-,-,-,-,-,3.93,58,3.02,3.84,6.86,-,19.6,8.22,27.82,21.83,-,12.67,4.61,0.49,17.77,10.86
6,California,73,San Diego County,1985,2131.99,255.56,1752.75,2008.31,45.67,-,-,343.97,-,-,389.64,-,-,237.68,89.62,22.33,1.21,350.84,-,-,-,-,8.44,-,-,0.83,-,-,9.27,123.68,237.68,-,118,-,246.95,64.21,-,-,75,-,3.18,-,-,0.31,-,-,3.49,-,-,89.62,-,24.03,-,-,-,0,0,0,0.23,3.08,3.31,0.23,3.08,3.31,22.33,25.64,8.04,0.36,8.4,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,73,San Diego County,1990,2498.02,155.92,1715.85,1871.77,32.24,-,-,455.11,-,-,487.35,-,-,288.39,77.04,15.77,2.27,383.47,-,-,-,97,15.03,-,-,31.94,-,-,46.97,626.25,288.39,-,154,-,335.36,87.19,-,-,75,-,0,-,-,0,-,-,0,-,-,77.04,-,0,-,-,-,0,0,0,0,0,0,0,0,0,15.77,15.77,0,0,0,0,1406,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,73,San Diego County,1995,2669.2,158.02,2475.68,2633.7,27.39,2,29.39,375.28,0,375.28,402.67,2,404.67,233.95,69.24,10.44,0.26,313.89,90.78,154,2.25,16,2.4,0,2.4,0.27,0,0.27,2.67,35.5,233.95,0,89,2.67,236.62,71.78,0,71.78,75,-,0,0,0,0,0,0,0,0,0,69.24,69.24,18.01,0,18.01,0.13,12,0,12,0.37,0,0.37,12.37,0,12.37,10.44,22.81,6.62,0,6.62,0,1403,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,73,San Diego County,2000,2813.83,35.82,2339.12,2374.94,6.67,-,-,431.5,-,-,438.17,-,-,-,-,-,-,-,-,-,-,-,29.63,-,-,3.29,-,-,32.92,438.89,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.48,0,0.48,0.05,2.4,2.45,0.53,2.4,2.93,-,-,-,-,-,-,-,1.18,1.5,2.68,-,13.2,301.2,314.4,-,-,16,56.2,1.9,74.1,-
6,California,73,San Diego County,2005,2933.462,506.763,2416.867,2923.63,74.53,0,74.53,355.43,0,355.43,429.96,0,429.96,251.19,-,-,-,-,-,147,-,-,2.74,-,-,0.3,-,-,3.04,9.832,251.19,-,86,-,254.23,-,-,-,309,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0,0.3,0,0,0,0.3,0,0.3,-,-,-,-,-,-,-,0.55,0.7,1.25,-,-,-,-,-,-,-,-,-,-,-
6,California,73,San Diego County,2010,3095.313,78.02,2768.67,2846.69,23.5,6.81,30.31,451.18,0,451.18,474.68,6.81,481.49,278.19,-,-,-,-,-,169,-,-,14.67,-,-,3.99,-,-,18.66,248.623,278.19,-,98,-,296.85,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.62,0,1.62,0,0,0,1.62,0,1.62,-,-,-,-,-,8.15,-,0.48,0.61,1.09,-,19.71,121.07,140.78,-,-,13.95,48.95,1.68,64.58,9.81
6,California,73,San Diego County,2015,3299.521,-,-,3248.121,15.76,2.9,18.66,390.16,0,390.16,405.92,2.9,408.82,260.94,-,-,1.68,-,-,126,-,-,3.54,-,-,0.96,-,-,4.5,51.4,260.94,-,80,-,265.44,-,-,-,88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.62,0,1.62,0,0,0,1.62,0,1.62,-,-,-,-,-,8.15,10,0.47,0.59,1.06,-,72.06,30.21,102.27,83.92,-,22.2,41.11,2.43,65.74,1.68
6,California,75,San Francisco County,1985,737.3,0,733.6,733.6,0,-,-,96.1,-,-,96.1,-,-,58.62,22.1,0.73,0.25,81.7,-,-,-,-,0.15,-,-,0.13,-,-,0.28,3.7,58.62,-,80,-,58.9,15.31,-,-,76,-,0.06,-,-,0.05,-,-,0.11,-,-,22.1,-,5.44,-,-,-,0.12,0,0.12,0,0,0,0.12,0,0.12,0.73,0.85,0.21,0,0.21,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,75,San Francisco County,1990,723.96,0,721,721,0,-,-,95.06,-,-,95.06,-,-,9.94,12.97,4.33,0.26,27.5,-,-,-,3,0,-,-,0.22,-,-,0.22,2.96,9.94,-,14,-,10.16,0,-,-,74,-,0,-,-,0,-,-,0,-,-,12.97,-,0,-,-,-,0,0,0,0,0,0,0,0,0,4.33,4.33,0,0,0,0,621,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,75,San Francisco County,1995,751.5,0,751.5,751.5,0,0,0,95.06,0,95.06,95.06,0,95.06,45.39,30.39,0.62,0,76.4,18.66,126,0,3,0,0,0,0,0,0,0,0,45.39,0,60,0,45.39,11.8,0,11.8,na,-,0,0,0,0,0,0,0,0,0,30.39,30.39,7.9,0,7.9,0,6.62,0,6.62,0.21,0,0.21,6.83,0,6.83,0.62,7.45,2.16,0,2.16,0,608,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,75,San Francisco County,2000,776.73,0,750,750,0,-,-,81.37,-,-,81.37,-,-,-,-,-,-,-,-,-,-,-,1.8,-,-,0.2,-,-,2,26.73,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,0,0,0,-,0,0,0,-,-,0,0,0,0,-
6,California,75,San Francisco County,2005,739.426,0,696.896,696.896,0,0,0,70.75,0,70.75,70.75,0,70.75,31.69,-,-,-,-,-,102,-,-,2.86,-,-,0.31,-,-,3.17,42.53,31.69,-,45,-,34.86,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
6,California,75,San Francisco County,2010,805.235,0,805.235,805.235,1.5,0,1.5,80.78,0,80.78,82.28,0,82.28,41.81,-,-,-,-,-,102,-,-,0,-,-,0,-,-,0,0,41.81,-,52,-,41.81,-,-,-,na,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0,-,0,0,0,-,0,0,0,-,-,0,0,0,0,-
6,California,75,San Francisco County,2015,864.816,-,-,860.658,2.12,0,2.12,65.42,0,65.42,67.54,0,67.54,36.72,-,-,0,-,-,78,-,-,0.1,-,-,0.07,-,-,0.17,4.158,36.72,-,43,-,36.89,-,-,-,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,0,0,0,0,0,-,0,0,0,0,-,0,0,0,0,0
6,California,77,San Joaquin County,1985,418.06,363.59,22.39,385.98,77.76,-,-,4.77,-,-,82.53,-,-,50.34,18.98,7.28,0,76.6,-,-,-,-,2.36,-,-,0.05,-,-,2.41,32.08,50.34,-,130,-,52.75,13.71,-,-,75,-,0.89,-,-,0.02,-,-,0.91,-,-,18.98,-,5.2,-,-,-,14.78,5.18,19.96,0,0,0,14.78,5.18,19.96,7.28,27.24,7.8,0.24,8.04,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
